_id,IdEstacion,Nombre Estacion,Latitud,Longitud,Altura,AA+-o,Mes,Dia,Valor
43,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,12,0.0
44,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,13,0.0
45,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,14,0.0
46,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,15,0.0
47,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,16,0.0
48,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,17,0.0
49,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,18,0.0
50,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,19,0.0
51,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,20,0.0
52,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,21,0.0
53,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,22,0.0
54,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,23,0.0
55,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,24,0.0
56,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,25,0.0
57,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,26,0.0
58,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,27,0.0
59,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,28,0.0
60,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,2,29,0.0
61,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,1,0.0
62,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,2,0.0
63,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,3,0.0
64,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,4,0.0
65,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,5,0.0
66,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,6,0.0
67,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,7,0.0
68,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,8,0.0
69,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,9,0.0
70,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,10,0.0
71,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,11,0.0
72,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,12,0.0
73,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,13,0.0
74,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,14,0.0
75,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,15,0.0
76,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,16,0.0
77,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,17,0.0
78,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,18,0.0
79,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,19,0.0
80,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,20,0.0
81,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,21,0.0
82,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,22,0.0
83,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,23,0.0
84,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,24,0.0
85,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,25,0.0
86,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,26,0.0
87,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,27,0.0
88,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,28,0.0
89,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,29,0.0
90,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,30,0.0
91,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,3,31,0.0
92,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,1,0.0
93,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,2,0.0
94,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,3,0.0
95,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,4,0.0
96,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,5,0.0
97,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,6,0.0
98,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,7,0.0
99,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,8,0.0
100,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,9,0.0
101,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,10,0.0
102,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,11,0.0
103,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,12,0.0
104,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,13,0.0
105,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,14,0.0
106,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,15,0.0
107,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,16,0.0
108,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,17,0.0
109,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,18,0.0
110,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,19,0.0
111,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,20,0.0
112,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,21,0.0
113,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,22,0.0
114,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,23,0.0
115,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,24,0.0
116,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,25,0.0
117,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,26,0.0
118,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,27,0.0
119,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,28,0.0
120,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,29,0.0
121,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,4,30,0.0
122,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,1,0.0
123,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,2,0.0
124,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,3,0.0
125,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,4,0.0
126,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,5,0.0
127,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,6,0.0
128,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,7,0.0
129,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,8,0.0
130,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,9,0.0
131,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,10,0.0
132,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,11,0.0
133,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,12,0.0
134,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,13,0.0
135,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,14,0.0
136,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,15,0.0
137,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,16,0.0
138,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,17,0.0
139,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,18,0.0
140,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,19,0.0
141,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,20,0.0
142,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,21,0.0
143,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,22,0.0
144,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,23,0.0
145,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,24,0.0
146,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,25,0.0
147,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,26,0.0
148,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,27,0.0
149,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,28,0.0
150,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,29,0.0
151,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,30,0.0
152,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,5,31,0.0
153,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,1,0.0
154,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,2,0.0
155,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,3,0.0
156,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,4,0.0
157,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,5,0.0
158,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,6,0.0
159,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,7,0.0
160,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,8,0.0
161,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,9,0.0
162,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,10,0.0
163,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,11,0.0
164,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,12,0.0
165,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,13,0.0
166,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,14,0.0
167,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,15,0.0
168,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,16,0.0
169,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,17,0.0
170,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,18,0.0
171,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,19,0.0
172,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,20,0.0
173,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,21,0.0
174,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,22,0.0
175,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,23,0.0
176,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,24,0.0
177,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,25,0.0
178,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,26,0.0
179,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,27,0.0
180,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,28,0.0
181,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,29,0.0
182,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,6,30,0.0
183,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,1,0.0
184,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,2,0.0
185,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,3,0.0
186,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,4,0.0
187,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,5,0.0
188,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,6,0.0
189,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,7,0.0
190,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,8,0.0
191,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,9,0.0
192,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,10,0.0
193,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,11,0.0
194,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,12,0.0
195,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,13,0.0
196,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,14,0.0
197,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,15,0.0
198,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,16,0.0
199,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,17,0.0
200,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,18,0.0
201,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,19,0.0
202,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,20,0.0
203,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,21,0.0
204,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,22,0.0
205,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,23,0.0
206,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,24,0.0
207,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,25,0.0
208,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,26,0.0
209,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,27,0.0
210,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,28,0.0
211,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,29,0.0
212,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,30,0.0
213,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,7,31,0.0
214,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,1,0.0
215,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,2,0.0
216,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,3,0.0
217,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,4,0.0
218,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,5,0.0
219,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,6,0.0
220,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,7,0.0
221,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,8,0.0
222,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,9,0.0
223,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,10,0.0
224,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,11,0.0
225,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,12,0.0
226,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,13,0.0
227,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,14,0.0
228,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,15,0.0
229,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,16,0.0
230,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,17,0.0
231,180005,"Chacalluta, Arica Ap.",18&deg 21' 5'' S,70&deg 20' 9'' W,63,2012,8,18,0.0
